data,price,temp,dew,humidity,windspeed,cloudcover,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2021-01-01 00:00:00+01:00,50.87,1.9,0.2,88.5,10.0,63.9,4631.25,11608.5,5657.0,3443.75,405.0,31.0,347.25,1182.0,48.25,8144.75,454.25,196.0,0.0,787.0,383.0,3943.0
2021-01-01 01:00:00+01:00,48.19,1.9,0.2,88.5,10.0,63.9,4619.25,11602.75,5417.0,3044.75,405.0,31.0,518.5,1174.75,46.25,8150.25,454.0,196.0,0.0,785.75,394.5,3549.75
2021-01-01 02:00:00+01:00,44.68,1.9,0.2,88.5,10.0,63.9,4617.25,11758.5,5319.0,3067.25,405.5,31.0,219.0,1158.25,30.25,8156.5,454.0,196.0,0.0,779.0,305.25,3223.25
2021-01-01 03:00:00+01:00,42.92,1.9,0.2,88.5,10.0,63.9,4606.0,12337.5,5134.5,2852.5,405.5,31.0,2.0,1155.5,48.75,8153.75,454.25,196.0,0.0,770.75,319.25,2793.75
2021-01-01 04:00:00+01:00,40.39,1.9,0.2,88.5,10.0,63.9,4606.75,12395.0,4999.5,2713.25,404.75,31.0,6.0,1152.5,26.75,8150.5,465.0,200.75,0.0,760.5,296.25,2499.25
2021-01-01 05:00:00+01:00,40.2,1.9,0.2,88.5,10.0,63.9,4625.25,12699.5,5066.75,2736.5,405.0,30.0,33.5,1144.5,25.5,8150.25,466.0,201.25,0.0,787.0,432.0,2146.5
2021-01-01 06:00:00+01:00,39.63,1.9,0.2,88.5,10.0,63.9,4663.25,13051.0,5135.5,2836.5,406.25,30.0,89.75,1141.25,44.0,8154.5,468.75,202.75,0.0,794.0,510.25,2016.0
2021-01-01 07:00:00+01:00,40.09,1.9,0.2,88.5,10.0,63.9,4728.5,12472.5,5214.5,2952.0,408.5,30.0,926.25,1143.5,39.0,8152.75,468.0,202.0,0.0,792.75,389.25,1979.0
2021-01-01 08:00:00+01:00,41.27,1.9,0.2,88.5,10.0,63.9,4801.5,12435.75,5611.5,3087.25,407.5,30.0,80.5,1139.0,38.25,8157.5,468.0,202.0,194.0,781.0,359.5,2090.25
2021-01-01 09:00:00+01:00,44.88,1.9,0.2,88.5,10.0,63.9,4800.25,12169.5,6093.25,3085.0,407.5,29.0,124.75,1142.75,45.75,8160.0,468.0,202.0,1363.75,784.5,248.25,2125.75
2021-01-01 10:00:00+01:00,45.0,1.9,0.2,88.5,10.0,63.9,4825.25,11607.75,6556.5,3057.75,407.5,29.0,96.0,1148.0,35.75,8161.25,468.0,202.0,2988.75,795.75,446.75,1921.5
2021-01-01 11:00:00+01:00,47.2,1.9,0.2,88.5,10.0,63.9,4829.0,11257.25,7188.5,3044.25,407.0,29.0,119.25,1149.25,35.0,8160.25,468.0,202.0,4242.5,777.0,557.5,1628.25
2021-01-01 12:00:00+01:00,50.78,1.9,0.2,88.5,10.0,63.9,4771.5,10870.5,7493.75,3186.25,410.0,29.0,372.25,1158.25,36.0,8153.0,468.0,202.0,4834.25,784.5,668.75,1323.5
2021-01-01 13:00:00+01:00,45.49,1.9,0.2,88.5,10.0,63.9,4727.5,10875.0,7458.5,3150.25,417.0,28.25,266.0,1157.75,37.75,8153.5,468.0,202.0,4241.75,783.0,836.25,1158.5
2021-01-01 14:00:00+01:00,44.73,1.9,0.2,88.5,10.0,63.9,4714.0,10843.0,7632.75,3088.0,416.0,28.25,271.25,1149.75,40.75,8154.75,468.0,202.0,2729.75,792.0,800.25,1245.5
2021-01-01 15:00:00+01:00,46.59,1.9,0.2,88.5,10.0,63.9,4727.25,10855.5,7980.0,3449.0,416.0,28.75,295.75,1146.5,45.5,8156.75,468.0,202.0,946.75,782.5,668.25,1565.5
2021-01-01 16:00:00+01:00,52.99,1.9,0.2,88.5,10.0,63.9,4801.75,10875.0,8393.5,3697.0,416.0,29.0,2425.75,1149.25,70.0,8156.0,467.75,202.0,43.75,796.0,832.5,2147.25
2021-01-01 17:00:00+01:00,60.26,1.9,0.2,88.5,10.0,63.9,4897.5,11001.5,8436.25,4092.75,416.0,29.0,2622.75,1150.25,84.5,8151.0,468.0,202.0,0.0,779.5,751.5,2924.0
2021-01-01 18:00:00+01:00,60.61,1.9,0.2,88.5,10.0,63.9,4907.75,11000.0,8511.75,4046.25,416.0,29.0,2958.5,1150.0,79.5,8150.75,468.0,202.0,0.0,765.5,700.25,3572.75
2021-01-01 19:00:00+01:00,60.36,1.9,0.2,88.5,10.0,63.9,4913.75,11001.25,8525.25,4092.0,416.0,29.0,1749.5,1147.5,59.75,8154.75,468.0,202.0,0.0,751.25,778.25,3931.75
2021-01-01 20:00:00+01:00,57.4,1.9,0.2,88.5,10.0,63.9,4862.25,11020.0,8459.0,3865.25,416.0,29.0,969.5,1147.25,75.75,8152.25,468.0,202.0,0.0,790.25,723.25,4203.5
2021-01-01 21:00:00+01:00,53.86,1.9,0.2,88.5,10.0,63.9,4813.25,10901.5,8456.5,3541.5,416.0,29.5,713.0,1164.75,84.25,8148.75,468.0,202.0,0.0,803.75,642.25,4427.5
2021-01-01 22:00:00+01:00,53.45,1.9,0.2,88.5,10.0,63.9,4767.25,10797.75,8113.0,3421.0,416.0,30.0,1045.5,1166.5,86.75,8141.0,456.75,199.0,0.0,795.0,841.0,4696.75
2021-01-01 23:00:00+01:00,49.72,1.9,0.2,88.5,10.0,63.9,4717.5,10892.25,7254.75,3031.5,416.5,31.0,222.25,1161.5,87.0,8141.75,443.75,198.0,0.0,786.5,590.0,4621.75
2021-01-02 00:00:00+01:00,46.69,1.1,-0.7,88.0,11.3,33.7,4658.25,11345.5,6067.25,2870.0,416.5,31.0,61.75,1142.5,75.5,8093.0,455.0,197.0,0.0,795.5,424.5,4526.5
2021-01-02 01:00:00+01:00,42.43,1.1,-0.7,88.0,11.3,33.7,4629.75,11564.0,5656.75,2722.5,416.25,31.0,41.75,1137.5,48.5,8120.25,392.0,197.0,0.0,774.0,432.5,4350.75
2021-01-02 02:00:00+01:00,41.09,1.1,-0.7,88.0,11.3,33.7,4641.5,11391.5,5430.25,2552.0,416.0,31.0,39.75,1135.75,61.5,8100.5,386.0,197.0,0.0,784.5,562.25,4126.75
2021-01-02 03:00:00+01:00,40.0,1.1,-0.7,88.0,11.3,33.7,4648.25,11186.75,5430.75,2562.5,416.0,31.0,28.5,1127.25,82.0,8094.5,386.25,198.0,0.0,787.25,405.75,4100.25
2021-01-02 04:00:00+01:00,37.55,1.1,-0.7,88.0,11.3,33.7,4643.5,11520.5,5520.0,2612.25,417.5,30.25,52.5,1120.0,72.75,8131.5,394.0,201.0,0.0,784.5,317.0,4004.25
2021-01-02 05:00:00+01:00,39.0,1.1,-0.7,88.0,11.3,33.7,4647.5,11974.75,5651.0,2627.0,418.0,30.0,263.0,1116.5,22.75,8140.5,397.25,202.25,0.0,796.5,389.0,3611.75
2021-01-02 06:00:00+01:00,42.09,1.1,-0.7,88.0,11.3,33.7,4683.75,12143.75,5927.25,2925.0,416.25,30.0,77.5,1117.75,58.25,8129.75,397.0,203.0,0.0,809.75,507.25,3324.0
2021-01-02 07:00:00+01:00,44.96,1.1,-0.7,88.0,11.3,33.7,4738.25,12329.5,6392.25,3392.0,416.0,29.5,126.25,1115.0,64.0,8125.0,396.0,203.0,0.0,810.0,621.0,2989.0
2021-01-02 08:00:00+01:00,48.45,1.1,-0.7,88.0,11.3,33.7,4794.25,12775.0,7429.25,3502.5,416.0,29.0,762.5,1114.25,94.75,8053.5,395.75,203.0,154.75,810.0,452.25,2688.5
2021-01-02 09:00:00+01:00,52.0,1.1,-0.7,88.0,11.3,33.7,4838.25,13050.25,8327.0,3702.25,418.25,29.0,1198.0,1129.0,98.25,8142.25,395.0,203.0,984.25,807.75,348.5,2283.5
2021-01-02 10:00:00+01:00,52.0,1.1,-0.7,88.0,11.3,33.7,4871.75,13163.0,8584.5,4051.75,416.5,29.0,1224.0,1136.75,47.75,8152.0,395.0,203.0,2208.25,809.25,287.25,1736.5
2021-01-02 11:00:00+01:00,52.15,1.1,-0.7,88.0,11.3,33.7,4852.5,13179.0,8639.25,4260.0,416.25,29.0,657.25,1134.0,54.5,8153.25,395.25,203.0,3321.5,803.25,277.25,1327.5
2021-01-02 12:00:00+01:00,55.95,1.1,-0.7,88.0,11.3,33.7,4802.5,13170.25,8570.75,4217.25,416.0,29.0,847.5,1123.75,54.5,8155.5,396.0,203.0,3742.25,820.0,298.75,1015.5
2021-01-02 13:00:00+01:00,52.0,1.1,-0.7,88.0,11.3,33.7,4769.25,13153.5,8589.0,4242.75,411.25,29.0,722.75,1113.25,52.25,8155.75,395.25,202.75,3085.75,815.25,264.75,918.5
2021-01-02 14:00:00+01:00,50.69,1.1,-0.7,88.0,11.3,33.7,4786.5,13137.25,8493.75,4315.5,411.0,29.0,1258.0,1102.5,62.25,8154.25,395.0,202.0,1794.25,812.0,237.0,1100.0
2021-01-02 15:00:00+01:00,53.45,1.1,-0.7,88.0,11.3,33.7,4779.25,13179.0,8472.75,4205.0,411.0,29.0,740.0,1099.0,49.25,8153.75,395.0,202.0,594.0,808.0,384.0,1370.75
2021-01-02 16:00:00+01:00,59.99,1.1,-0.7,88.0,11.3,33.7,4848.0,13326.25,8530.75,4324.25,411.0,29.0,2650.0,1095.0,49.75,8152.5,395.0,202.75,24.0,809.25,515.5,1730.0
2021-01-02 17:00:00+01:00,62.0,1.1,-0.7,88.0,11.3,33.7,4917.0,13332.0,8592.5,4532.75,411.0,29.0,4237.0,1098.0,58.75,8155.25,395.0,203.0,0.0,811.0,736.5,2136.25
2021-01-02 18:00:00+01:00,63.08,1.1,-0.7,88.0,11.3,33.7,4924.75,13338.5,8583.5,4617.25,409.0,29.0,4107.75,1108.25,39.5,8150.25,395.0,203.0,0.0,806.5,1099.25,2766.0
2021-01-02 19:00:00+01:00,62.17,1.1,-0.7,88.0,11.3,33.7,4931.0,13350.75,8666.0,4464.75,409.25,29.0,2211.5,1117.0,35.25,8146.25,400.0,202.0,0.0,800.0,1297.25,3279.75
2021-01-02 20:00:00+01:00,60.03,1.1,-0.7,88.0,11.3,33.7,4875.25,13152.5,8584.75,4493.75,409.0,29.25,1651.5,1112.25,32.5,8145.5,401.0,202.0,0.0,803.0,1413.0,3656.0
2021-01-02 21:00:00+01:00,55.03,1.1,-0.7,88.0,11.3,33.7,4829.25,13043.0,8497.25,4200.75,409.0,30.0,506.0,1113.25,56.5,8140.5,402.0,202.0,0.0,803.75,1533.25,4137.5
2021-01-02 22:00:00+01:00,52.25,1.1,-0.7,88.0,11.3,33.7,4776.5,12794.25,7912.75,3895.25,409.0,30.5,420.0,1116.5,62.25,8138.0,402.25,202.25,0.0,805.0,1768.25,4861.0
2021-01-02 23:00:00+01:00,48.45,1.1,-0.7,88.0,11.3,33.7,4727.0,12125.75,6688.25,3789.0,409.0,31.0,366.0,1111.25,33.75,8117.0,402.5,202.0,0.0,807.25,2437.5,5616.0
2021-01-03 00:00:00+01:00,46.11,0.5,-0.6,92.3,23.6,94.3,4684.25,10841.0,5240.75,4076.0,409.0,31.0,111.25,1107.75,65.0,7993.25,459.5,202.0,0.0,794.25,2755.5,6544.75
2021-01-03 01:00:00+01:00,43.0,0.5,-0.6,92.3,23.6,94.3,4665.25,10128.5,4621.5,3767.0,409.0,31.0,105.75,1103.0,45.75,7737.25,459.5,202.0,0.0,796.0,2730.25,7489.0
2021-01-03 02:00:00+01:00,39.55,0.5,-0.6,92.3,23.6,94.3,4662.25,9411.25,4515.5,3379.5,409.25,31.0,46.75,1105.75,43.0,7541.75,459.0,202.0,0.0,793.5,3219.75,8342.75
2021-01-03 03:00:00+01:00,35.18,0.5,-0.6,92.3,23.6,94.3,4639.0,9009.25,4492.0,2903.5,410.75,31.0,91.5,1105.75,45.5,7612.5,459.75,202.5,0.0,785.25,3552.75,9101.0
2021-01-03 04:00:00+01:00,33.45,0.5,-0.6,92.3,23.6,94.3,4654.75,8104.0,4490.5,2782.0,410.5,30.75,135.5,1111.25,67.0,7619.5,461.0,203.0,0.0,792.5,3781.0,9918.5
2021-01-03 05:00:00+01:00,32.37,0.5,-0.6,92.3,23.6,94.3,4663.5,7775.5,4523.5,2664.75,410.25,30.0,126.25,1113.75,66.25,7597.25,461.0,203.0,0.0,795.5,4606.75,11080.5
2021-01-03 06:00:00+01:00,31.7,0.5,-0.6,92.3,23.6,94.3,4706.0,7210.25,4584.25,3276.25,411.0,29.25,72.0,1107.0,81.0,7590.0,461.0,203.0,0.0,788.25,4947.25,12298.75
2021-01-03 07:00:00+01:00,32.63,0.5,-0.6,92.3,23.6,94.3,4761.0,7586.25,4711.5,3472.5,411.0,29.0,226.25,1106.5,76.25,7630.5,461.0,203.0,0.25,770.25,4923.5,13465.75
2021-01-03 08:00:00+01:00,36.9,0.5,-0.6,92.3,23.6,94.3,4821.0,8628.5,4810.25,3808.75,411.0,29.0,480.75,1104.25,68.0,7551.0,461.5,203.0,84.5,795.5,5077.5,13832.5
2021-01-03 09:00:00+01:00,36.96,0.5,-0.6,92.3,23.6,94.3,4835.0,9475.0,4987.5,3847.25,413.0,29.0,501.25,1090.5,75.75,7551.0,461.75,203.0,306.75,779.5,5523.0,14150.5
2021-01-03 10:00:00+01:00,36.96,0.5,-0.6,92.3,23.6,94.3,4843.5,10294.0,5044.25,3669.25,415.25,28.5,294.5,1094.75,60.75,7568.5,462.0,203.0,887.25,795.5,6073.5,14355.5
2021-01-03 11:00:00+01:00,43.72,0.5,-0.6,92.3,23.6,94.3,4811.75,11203.0,5114.5,3500.5,416.5,28.0,590.25,1091.0,68.25,7565.0,462.0,203.0,1397.5,801.0,5982.25,14936.25
2021-01-03 12:00:00+01:00,47.71,0.5,-0.6,92.3,23.6,94.3,4770.5,11253.25,5321.75,3468.25,416.0,29.0,1613.75,1094.25,50.5,7563.25,462.0,203.0,1536.25,794.0,5765.75,15293.5
2021-01-03 13:00:00+01:00,40.41,0.5,-0.6,92.3,23.6,94.3,4748.75,11484.75,5114.75,3068.25,416.0,29.0,359.5,1102.5,52.5,7567.5,461.0,203.0,1314.0,790.0,4935.5,15983.5
2021-01-03 14:00:00+01:00,39.66,0.5,-0.6,92.3,23.6,94.3,4731.25,11136.0,4934.75,3051.5,416.0,29.0,992.75,1107.5,54.0,7582.0,461.0,203.0,823.25,800.75,4753.5,16661.5
2021-01-03 15:00:00+01:00,39.57,0.5,-0.6,92.3,23.6,94.3,4738.25,11472.0,4973.25,2773.75,416.0,29.0,443.5,1108.75,51.75,7580.5,461.0,203.0,317.0,806.0,4184.0,16840.5
2021-01-03 16:00:00+01:00,36.11,0.5,-0.6,92.3,23.6,94.3,4795.0,11459.75,5147.25,3021.5,416.0,29.0,2337.5,1115.5,61.25,7580.5,461.0,203.0,18.0,802.75,4189.5,17298.75
2021-01-03 17:00:00+01:00,45.04,0.5,-0.6,92.3,23.6,94.3,4866.0,11725.75,5230.5,3422.5,416.0,29.0,3648.75,1103.75,80.5,7590.0,460.5,203.0,0.0,793.25,3995.75,17367.0
2021-01-03 18:00:00+01:00,52.56,0.5,-0.6,92.3,23.6,94.3,4884.0,11464.75,5341.75,3825.5,416.25,29.0,3379.25,1088.0,86.75,7588.5,460.0,203.0,0.0,795.25,3817.75,17295.75
2021-01-03 19:00:00+01:00,45.84,0.5,-0.6,92.3,23.6,94.3,4864.75,11457.0,5344.75,3968.5,414.25,29.0,2203.0,1087.75,41.5,7590.75,460.0,203.0,0.0,794.25,3560.5,17052.0
2021-01-03 20:00:00+01:00,35.83,0.5,-0.6,92.3,23.6,94.3,4813.5,10797.0,5580.5,3821.0,414.0,29.0,1381.0,1090.25,37.0,7585.5,461.0,203.0,0.0,787.75,3558.5,16656.5
2021-01-03 21:00:00+01:00,33.31,0.5,-0.6,92.3,23.6,94.3,4745.0,10773.75,5079.5,3610.75,414.0,29.0,545.5,1086.0,43.75,7584.0,461.0,203.0,0.0,797.25,3557.0,15675.75
2021-01-03 22:00:00+01:00,34.98,0.5,-0.6,92.3,23.6,94.3,4715.75,10556.25,4998.75,3617.25,414.25,29.75,778.25,1085.25,43.25,7586.5,461.0,203.0,0.0,791.75,3550.0,14571.0
2021-01-03 23:00:00+01:00,27.39,0.5,-0.6,92.3,23.6,94.3,4667.25,9575.25,4892.25,3882.25,414.0,30.5,68.25,1086.5,30.5,7587.25,460.75,203.0,0.0,785.25,3553.5,14147.75
2021-01-04 00:00:00+01:00,29.33,0.7,0.0,94.5,16.1,75.8,4629.5,9632.75,4730.0,4102.25,414.0,31.0,367.0,1081.0,59.0,7591.0,461.75,203.0,0.0,822.0,3550.0,13791.25
2021-01-04 01:00:00+01:00,24.82,0.7,0.0,94.5,16.1,75.8,4599.75,10336.5,4888.0,4181.25,414.0,30.75,73.25,1067.25,23.25,7583.5,461.75,203.0,0.0,797.0,3552.75,13490.75
2021-01-04 02:00:00+01:00,24.65,0.7,0.0,94.5,16.1,75.8,4608.5,11133.5,4908.25,4005.5,414.0,30.25,50.75,1067.5,55.5,7529.75,462.0,203.0,0.0,793.5,3548.25,13344.0
2021-01-04 03:00:00+01:00,24.8,0.7,0.0,94.5,16.1,75.8,4596.5,11066.5,5156.0,4181.25,414.0,30.0,45.5,1065.25,41.0,7567.5,461.5,203.0,0.0,783.75,3553.0,13120.75
2021-01-04 04:00:00+01:00,27.71,0.7,0.0,94.5,16.1,75.8,4582.0,10691.0,5297.25,4554.5,414.25,30.0,70.25,1069.25,57.75,7572.0,461.0,203.0,0.0,785.75,3555.75,12864.0
2021-01-04 05:00:00+01:00,28.58,0.7,0.0,94.5,16.1,75.8,4591.25,10562.5,6078.0,5145.0,414.0,29.5,203.25,1071.75,48.0,7576.0,462.0,203.0,0.0,767.25,3543.75,12551.0
2021-01-04 06:00:00+01:00,37.04,0.7,0.0,94.5,16.1,75.8,4633.5,12088.5,7596.5,6509.75,414.0,29.0,901.5,1076.0,51.5,7576.25,462.0,203.0,0.0,751.25,3627.75,12533.5
2021-01-04 07:00:00+01:00,52.03,0.7,0.0,94.5,16.1,75.8,4707.0,13375.75,9289.5,7228.5,414.0,27.75,1196.5,1069.0,50.5,7568.75,462.0,203.0,0.25,747.25,4231.25,11851.5
2021-01-04 08:00:00+01:00,55.76,0.7,0.0,94.5,16.1,75.8,4823.5,13559.25,9953.5,7689.0,414.0,23.0,2308.25,1069.0,127.75,7586.0,463.5,203.5,99.75,762.75,5230.0,11113.0
2021-01-04 09:00:00+01:00,57.06,0.7,0.0,94.5,16.1,75.8,4828.75,14034.0,10187.25,7670.5,414.0,23.5,2238.75,1069.5,143.0,7590.5,465.5,205.0,289.25,751.5,5397.25,10666.75
2021-01-04 10:00:00+01:00,57.18,0.7,0.0,94.5,16.1,75.8,4812.25,14467.0,10511.75,7833.25,414.0,27.0,3637.25,1099.0,99.25,7584.75,466.0,205.0,744.75,748.25,5832.25,10289.75
2021-01-04 11:00:00+01:00,60.0,0.7,0.0,94.5,16.1,75.8,4797.25,14792.25,10684.5,7873.0,440.5,27.0,2397.25,1104.75,188.75,7565.5,466.0,205.0,1086.75,758.0,5783.25,10358.5
2021-01-04 12:00:00+01:00,61.27,0.7,0.0,94.5,16.1,75.8,4755.0,14272.5,10759.5,7750.25,478.25,27.0,4620.25,1118.25,360.5,7565.5,466.0,205.0,1200.25,746.75,5702.5,10440.25
2021-01-04 13:00:00+01:00,60.28,0.7,0.0,94.5,16.1,75.8,4730.75,14369.75,10698.25,7978.25,421.5,27.0,2050.25,1130.5,187.25,7563.5,465.75,205.0,1045.5,756.25,5497.25,10512.5
2021-01-04 14:00:00+01:00,60.07,0.7,0.0,94.5,16.1,75.8,4694.0,14404.5,11149.0,7728.25,414.0,27.5,1735.5,1143.0,168.5,7562.0,465.75,205.0,688.5,754.25,5728.0,10645.0
2021-01-04 15:00:00+01:00,59.46,0.7,0.0,94.5,16.1,75.8,4687.75,14827.25,11153.75,7884.75,414.0,28.0,1829.75,1147.0,69.75,7560.0,466.0,205.0,223.5,747.75,5760.5,10760.75
2021-01-04 16:00:00+01:00,61.99,0.7,0.0,94.5,16.1,75.8,4796.75,15101.5,11140.75,8216.0,414.0,28.0,2098.75,1165.25,248.5,7559.25,466.0,205.0,8.5,738.5,5761.0,10819.25
2021-01-04 17:00:00+01:00,66.82,0.7,0.0,94.5,16.1,75.8,4841.25,15261.75,10902.25,8420.75,414.0,28.0,2470.5,1170.25,269.75,7563.5,466.0,205.0,0.0,743.75,5862.25,10745.5
2021-01-04 18:00:00+01:00,61.97,0.7,0.0,94.5,16.1,75.8,4877.75,15514.5,10776.75,8288.0,414.0,28.0,3040.75,1173.5,198.25,7564.0,466.0,205.0,0.0,742.25,5867.5,10614.75
2021-01-04 19:00:00+01:00,55.06,0.7,0.0,94.5,16.1,75.8,4866.5,15544.0,10705.5,8125.75,414.0,28.0,1293.0,1170.75,100.5,7566.25,466.0,205.0,0.0,736.75,5833.0,10484.25
2021-01-04 20:00:00+01:00,47.34,0.7,0.0,94.5,16.1,75.8,4759.5,15546.75,10492.0,8130.5,416.0,28.0,1447.25,1167.0,124.75,7566.25,466.0,205.0,0.0,758.75,5889.5,10135.0
2021-01-04 21:00:00+01:00,45.64,0.7,0.0,94.5,16.1,75.8,4710.75,15320.25,10056.0,7819.5,416.0,28.25,402.25,1166.25,63.25,7563.0,466.0,205.0,0.0,750.75,5940.75,9599.0
2021-01-04 22:00:00+01:00,48.93,0.7,0.0,94.5,16.1,75.8,4699.0,15160.75,9598.75,7554.5,416.0,29.5,991.25,1173.5,120.25,7563.5,465.75,205.0,0.0,745.5,5952.0,9124.25
2021-01-04 23:00:00+01:00,44.64,0.7,0.0,94.5,16.1,75.8,4662.25,14997.75,8858.0,7340.0,416.0,30.0,306.0,1188.5,78.75,7563.75,462.0,203.0,0.0,734.25,6014.0,9090.5
2021-01-05 00:00:00+01:00,37.54,1.6,0.7,93.8,17.1,92.0,4604.25,14193.75,6848.75,6198.75,416.0,30.25,74.25,1198.5,101.75,7574.25,457.0,200.0,0.0,719.75,6011.5,9116.0
2021-01-05 01:00:00+01:00,40.07,1.6,0.7,93.8,17.1,92.0,4589.0,14085.25,6922.0,5659.25,416.0,30.0,0.0,1210.25,93.25,7649.5,457.75,200.0,0.0,722.25,5800.0,9093.5
2021-01-05 02:00:00+01:00,39.81,1.6,0.7,93.8,17.1,92.0,4586.25,14074.75,6665.75,5517.25,416.0,30.0,152.5,1218.5,111.5,7682.75,458.75,200.5,0.0,713.25,5378.25,9188.5
2021-01-05 03:00:00+01:00,39.65,1.6,0.7,93.8,17.1,92.0,4578.25,14169.0,6857.0,5599.5,416.5,30.0,18.0,1213.0,83.5,7714.75,463.25,202.75,0.0,707.0,5377.25,9207.25
2021-01-05 04:00:00+01:00,40.2,1.6,0.7,93.8,17.1,92.0,4586.75,14139.0,7003.75,5884.0,416.0,30.0,1.0,1209.25,81.0,7758.0,463.0,203.0,0.0,716.75,5363.75,9160.25
2021-01-05 05:00:00+01:00,44.26,1.6,0.7,93.8,17.1,92.0,4628.5,14566.25,7890.75,6591.5,415.5,29.0,17.0,1208.75,53.25,7800.25,463.5,203.0,0.0,731.0,5369.75,9099.75
2021-01-05 06:00:00+01:00,47.06,1.6,0.7,93.8,17.1,92.0,4665.5,14981.0,9202.25,7668.25,414.0,28.75,489.5,1198.0,78.5,7656.5,466.75,204.5,0.0,766.25,5364.75,9382.5
2021-01-05 07:00:00+01:00,54.96,1.6,0.7,93.8,17.1,92.0,4761.75,14952.5,10393.5,8722.75,414.25,28.0,1256.75,1192.0,77.0,7784.25,467.0,205.0,0.25,758.0,5355.25,9109.5
2021-01-05 08:00:00+01:00,63.67,1.6,0.7,93.8,17.1,92.0,4843.25,15016.75,10848.25,9341.75,413.5,28.5,2478.75,1193.75,67.25,7791.75,467.0,204.75,98.0,736.25,5619.0,8873.5
2021-01-05 09:00:00+01:00,64.73,1.6,0.7,93.8,17.1,92.0,4810.5,15132.75,10776.5,9663.5,412.5,29.0,2664.5,1191.75,45.5,7849.75,472.25,204.5,352.0,736.75,5843.75,8663.5
2021-01-05 10:00:00+01:00,66.07,1.6,0.7,93.8,17.1,92.0,4784.25,15177.75,10801.25,9550.25,411.0,29.0,3584.75,1193.75,167.75,7854.5,474.0,204.5,818.75,740.75,6309.25,8700.0
2021-01-05 11:00:00+01:00,65.97,1.6,0.7,93.8,17.1,92.0,4771.0,15205.0,10836.5,9763.5,411.0,29.0,3510.25,1211.75,275.75,7864.0,474.0,205.0,1213.0,778.0,6317.5,8544.75
2021-01-05 12:00:00+01:00,65.46,1.6,0.7,93.8,17.1,92.0,4751.75,15203.0,10941.0,9766.75,410.75,29.0,3766.75,1227.25,325.0,7857.25,474.0,204.75,1337.5,785.5,6286.5,8787.25
2021-01-05 13:00:00+01:00,63.82,1.6,0.7,93.8,17.1,92.0,4731.25,15217.75,10962.0,9790.0,411.5,29.0,1642.0,1229.5,246.75,7856.25,474.0,204.5,1166.0,786.5,6226.5,9181.5
2021-01-05 14:00:00+01:00,63.87,1.6,0.7,93.8,17.1,92.0,4727.5,15174.25,11222.25,9829.5,411.0,29.0,1705.75,1235.75,307.75,7859.0,474.0,205.0,731.25,785.5,6147.25,9849.75
2021-01-05 15:00:00+01:00,64.05,1.6,0.7,93.8,17.1,92.0,4754.75,15090.0,11344.25,9855.0,410.75,29.0,2915.75,1238.25,194.5,7853.0,474.25,204.75,257.5,784.5,6152.0,10025.5
2021-01-05 16:00:00+01:00,64.26,1.6,0.7,93.8,17.1,92.0,4833.25,14808.5,11622.0,9786.25,411.0,29.0,3346.75,1243.5,265.75,7853.5,474.0,205.0,11.75,781.0,6107.0,10112.5
2021-01-05 17:00:00+01:00,67.14,1.6,0.7,93.8,17.1,92.0,4880.25,14809.25,11703.5,9751.0,411.0,29.0,3951.75,1249.25,183.75,7851.75,474.0,205.0,0.0,780.75,6107.5,10296.0
2021-01-05 18:00:00+01:00,61.61,1.6,0.7,93.8,17.1,92.0,4886.0,14775.75,11655.5,9725.5,411.0,29.0,1967.0,1255.5,92.0,7851.0,474.25,205.0,0.0,790.0,6067.75,10184.25
2021-01-05 19:00:00+01:00,59.16,1.6,0.7,93.8,17.1,92.0,4869.75,14587.75,11157.75,9755.0,411.5,24.75,676.0,1255.5,88.75,7856.25,474.0,204.25,0.0,767.75,5938.25,10156.0
2021-01-05 20:00:00+01:00,59.26,1.6,0.7,93.8,17.1,92.0,4777.25,14424.25,10972.25,9302.5,414.0,24.0,538.75,1264.5,64.5,7850.5,474.0,204.0,0.0,778.25,6024.5,9905.5
2021-01-05 21:00:00+01:00,53.62,1.6,0.7,93.8,17.1,92.0,4731.25,14111.75,9991.75,8965.5,412.25,24.25,300.25,1267.5,58.75,7852.5,473.25,204.0,0.0,781.75,5859.75,9968.5
2021-01-05 22:00:00+01:00,53.86,1.6,0.7,93.8,17.1,92.0,4482.25,13743.75,9639.0,8390.0,411.0,25.25,275.25,1242.75,61.25,7853.75,473.0,204.0,0.0,781.5,5523.25,10021.0
2021-01-05 23:00:00+01:00,47.99,1.6,0.7,93.8,17.1,92.0,4345.25,13219.75,9160.0,7196.0,411.5,26.0,176.75,1234.5,62.5,7857.5,466.25,201.0,0.0,778.75,5353.0,10125.0
2021-01-06 00:00:00+01:00,44.41,2.0,1.0,92.8,18.6,74.9,4297.25,12549.0,8293.25,6244.5,411.25,26.0,107.5,1239.75,68.25,7932.5,455.0,198.0,0.0,789.0,5152.5,9824.25
